9218886,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9218886.jpg,santosgarza@congreso.gob.mx,Santos Garza Herrera,PRI,Coahuila,santosgarzah
9218889,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9218889.jpg,hugo.gaeta@congreso.gob.mx,Hugo Daniel Gaeta Esparza,PRI,Jalisco,HugoGaeta
9218895,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9218895.jpg,edgar.castillo@congreso.gob.mx,Edgar Castillo MartÌ_nez,PRI,M&#xE9;xico,Edgar_CastilloM
9218899,diputado,[],MR,/Archivos/Fotos/9218899.jpg,raul.dominguez@congreso.gob.mx,RaÌ¼l DomÌ_nguez Rex,PRI,M&#xE9;xico,RaulDomgzRex
9218901,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9218901.jpg,fidel.almanza@congreso.gob.mx,Fidel Almanza Monroy,PRI,M&#xE9;xico,FidelAlmanzaM
9218903,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9218903.jpg,ignacio.pichardo@congreso.gob.mx,JosÌ© Ignacio Pichardo Lechuga,PRI,M&#xE9;xico,aquavox
9218906,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9218906.jpg,alejandro.juraidini@congreso.gob.mx,Alejandro Juraidini VillaseÌ±or,PRI,M&#xE9;xico,a_juraidini
9218907,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9218907.jpg,telesforo.garcia@congreso.gob.mx,TelÌ©sforo GarcÌ_a CarreÌ_n,PRI,M&#xE9;xico,Garcia_Carreon
9218910,diputado,"[{""legislator_post_sil"":""Secretario""}]",MR,/Archivos/Fotos/9218910.jpg,,Fidel CristÌ_bal Serrato,PRI,Nayarit,S/T
9218911,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9218911.jpg,jasmine.bugarin@congreso.gob.mx,Jasmine MarÌ_a BugarÌ_n RodrÌ_guez,PRI,Nayarit,JasminBugarin
9218913,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9218913.jpg,juan.cavazos@congreso.gob.mx,Juan Manuel Cavazos Balderas,PRI,Nuevo Le&#xF3;n,memecavazos
9218915,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9218915.jpg,juana.cavazos@congreso.gob.mx,Juana Aurora Cavazos Cavazos,PRI,Nuevo Le&#xF3;n,AuroraCavazosC
9218923,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Secretario""}]",MR,/Archivos/Fotos/9218923.jpg,charbel.estefan@congreso.gob.mx,Charbel Jorge Estefan Chidiac,PRI,Puebla,jorgeestefanPRI
9218925,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9218925.jpg,evelio.plata@congreso.gob.mx,Evelio Plata Inzunza,PRI,Sinaloa,evelioplata
9218931,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9218931.jpg,german.escobar@congreso.gob.mx,GermÌÁn Escobar Manjarrez,PRI,Sinaloa,German_EscobarM
9218933,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9218933.jpg,esdras.romero@congreso.gob.mx,Esdras Romero Vega,PRI,Tamaulipas,EsdrasPrimero
9218935,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9218935.jpg,rosalinda.munoz@congreso.gob.mx,Rosalinda MuÌ±oz SÌÁnchez,PRI,Tlaxcala,roslinda_15
9218937,diputado,[],MR,/Archivos/Fotos/9218937.jpg,edith.alvarado@congreso.gob.mx,Edith Anabel Alvarado Varela,PRI,Tlaxcala,edithanabel_av
9218939,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9218939.jpg,sofia.deleon@congreso.gob.mx,Sofia del Sagrario De LeÌ_n Maza,PRI,Veracruz,SofiaDeLeonMaza
9218941,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9218941.jpg,marco.aguilaryunez@congreso.gob.mx,Marco Antonio Aguilar Yunes,PRI,Veracruz,Marco_AguilarY
9218943,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9218943.jpg,antonio.abdala@congreso.gob.mx,Antonio Tarek Abdala Saad,PRI,Veracruz,tarekabdala
9218945,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9218945.jpg,lilian.zepahua@congreso.gob.mx,Lillian Zepahua GarcÌ_a,PRI,Veracruz,lillianzepahua
9218947,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9218947.jpg,jorge.carvallo@congreso.gob.mx,Jorge Alejandro Carvallo DelfÌ_n,PRI,Veracruz,JorgeCarvalloD
9218949,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9218949.jpg,erick.lagos@congreso.gob.mx,Erick Alejandro Lagos HernÌÁndez,PRI,Veracruz,ericklagos
9218951,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9218951.jpg,efrain.arellano@congreso.gob.mx,EfraÌ_n Arellano NÌ¼Ì±ez,PRI,Nayarit,Gallo_Arellano
9218953,diputado,[],MR,/Archivos/Fotos/9218953.jpg,alejandro.armenta@congreso.gob.mx,Alejandro Armenta Mier,PRI,Puebla,AArmentaMier 
9218957,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9218957.jpg,pablo.basanez@congreso.gob.mx,Pablo BasÌÁÌ±ez GarcÌ_a,PRI,M&#xE9;xico,Pablo_Basanez
9218959,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9218959.jpg,alfredo.bejos@congreso.gob.mx,Alfredo Bejos NicolÌÁs,PRI,Hidalgo,alfredo_bejos
9218961,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9218961.jpg,maria.chavez@congreso.gob.mx,Rosa Guadalupe ChÌÁvez Acosta,PRI,Hidalgo,Lupita_ChavezA
9218963,diputado,[],MR,/Archivos/Fotos/9218963.jpg,gloria.felix@congreso.gob.mx,Gloria Himelda FÌ©lix Niebla,PRI,Sinaloa,GloriaHimelda01
9218967,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9218967.jpg,miguel.gonzalez@congreso.gob.mx,Miguel Ìngel GonzÌÁlez Salum,PRI,Tamaulipas,Miguel_GlzSalum
9218969,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9218969.jpg,luis.guevara@congreso.gob.mx,Luis Alejandro Guevara Cobos,PRI,Tamaulipas,AlexGuevaraC
9218975,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9218975.jpg,ana.zapata@congreso.gob.mx,Ana Georgina Zapata Lucero,PRI,Chihuahua,geozapata02
9218977,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9218977.jpg,jjesus.zuniga@congreso.gob.mx,J. JesÌ¼s ZÌ¼Ì±iga Mendoza,PRI,Jalisco,ChuyZunigaPRI
9218979,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9218979.jpg,jose.orozco@congreso.gob.mx,JosÌ© Luis Orozco SÌÁnchez Aldana,PRI,Jalisco,JloOrozco
9218983,diputado,"[{""legislator_post_sil"":""Secretario""}]",MR,/Archivos/Fotos/9218983.jpg,fidel.kuri@congreso.gob.mx,Fidel Kuri Grajales,PRI,Veracruz,fidelkugra
9218985,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9218985.jpg,armando.luna@congreso.gob.mx,Armando Luna Canales,PRI,Coahuila,marianolaraslz
9218987,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9218987.jpg,flor.renteria@congreso.gob.mx,Flor Estela RenterÌ_a Medina,PRI,Coahuila,florrent
9218989,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9218989.jpg,cesar.dominguez@congreso.gob.mx,CÌ©sar Alejandro DomÌ_nguez DomÌ_nguez,PRI,Chihuahua,alexdmgz
9218991,diputado,[],MR,/Archivos/Fotos/9218991.jpg,carlos.hermosillo@congreso.gob.mx,Carlos Gerardo Hermosillo Arteaga,PRI,Chihuahua,S/T
9218997,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9218997.jpg,cristina.sanchez@congreso.gob.mx,Cristina SÌÁnchez Coronel,PRI,M&#xE9;xico,coronel_criss
9218999,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9218999.jpg,dsanchez.isidoro@congreso.gob.mx,David SÌÁnchez Isidoro,PRI,M&#xE9;xico,davidsanchezi
9219001,diputado,"[{""legislator_post_sil"":""Secretario""}]",MR,/Archivos/Fotos/9219001.jpg,carolina.monroy@congreso.gob.mx,Carolina Monroy Del Mazo,PRI,M&#xE9;xico,CarolinaMonroy_
9219003,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219003.jpg,rocio.diaz@congreso.gob.mx,RocÌ_o DÌ_az Montoya,PRI,M&#xE9;xico,RocioDiazPRI
9219005,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219005.jpg,federico.vargas@congreso.gob.mx,Federico Eugenio Vargas RodrÌ_guez,PRI,Nuevo Le&#xF3;n,Federico_Vargas
9219007,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219007.jpg,pablo.elizondo@congreso.gob.mx,Pablo Elizondo GarcÌ_a,PRI,Nuevo Le&#xF3;n,PabloElizondo_
9219011,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219011.jpg,edith.villa@congreso.gob.mx,Edith Villa Trujillo,PRI,Puebla,EdithVillaXVI
9219014,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219014.jpg,paola.garate@congreso.gob.mx,Paola Iveth GÌÁrate Valenzuela,PRI,Sinaloa,S/T
9219017,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219017.jpg,maru.pinete@congreso.gob.mx,MarÌ_a del Carmen Pinete Vargas,PRI,Veracruz,mcpinete
9219019,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219019.jpg,alberto.silva@congreso.gob.mx,Alberto Silva Ramos,PRI,Veracruz,Beto_Silva_R
9219021,diputado,"[{""legislator_post_sil"":""Secretario""}]",MR,/Archivos/Fotos/9219021.jpg,cirilo.vazquez@congreso.gob.mx,Cirilo VÌÁzquez Parissi,PRI,Veracruz,CiriloVazquezP
9219023,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219023.jpg,liborio.vidal@congreso.gob.mx,Liborio Vidal Aguilar,PRI,Yucat&#xE1;n,LiborioVidalA
9219025,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219025.jpg,oscar.garcia@congreso.gob.mx,ÌÒscar GarcÌ_a BarrÌ_n,PRI,Durango,OscarOGB
9219027,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219027.jpg,flor.jimenez@congreso.gob.mx,Flor Ìngel JimÌ©nez JimÌ©nez,PRI,Chiapas,DiputadosPRI
9219029,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219029.jpg,maria.sandoval@congreso.gob.mx,MarÌ_a Soledad Sandoval MartÌ_nez,PRI,Chiapas,MarisolS2015
9219031,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219031.jpg,otniel.garcia@congreso.gob.mx,Otniel GarcÌ_a Navarro,PRI,Durango,otnielgarcia
9219033,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219033.jpg,rocio.rebollo@congreso.gob.mx,MarÌ_a del RocÌ_o Rebollo Mendoza,PRI,Durango,rebollorociom
9219035,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219035.jpg,alicia.gamboa@congreso.gob.mx,Alicia Guadalupe Gamboa MartÌ_nez,PRI,Durango,AlyGamboa
9219037,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219037.jpg,laura.plascencia@congreso.gob.mx,Laura Nereida Plascencia Pacheco,PRI,Jalisco,lauraplascencia
9219041,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219041.jpg,iveth.bernal@congreso.gob.mx,Iveth Bernal Casique,PRI,M&#xE9;xico,iveth_bernal
9219043,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219043.jpg,gabriel.casillas@congreso.gob.mx,Gabriel Casillas Zanatta,PRI,M&#xE9;xico,CasillasZanatta
9219047,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219047.jpg,joseluis.toledo@congreso.gob.mx,JosÌ© Luis Toledo Medina,PRI,Quintana Roo,JLToledoM
9219049,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219049.jpg,prospero.ibarra@congreso.gob.mx,PrÌ_spero Manuel Ibarra Otero,PRI,Sonora,proibarra
9219053,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219053.jpg,pablo.gamboa@congreso.gob.mx,Pablo Gamboa Miner,PRI,Yucat&#xE1;n,PabloGamboa_MX
9219057,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219057.jpg,felipe.cervera@congreso.gob.mx,Felipe Cervera HernÌÁndez,PRI,Yucat&#xE1;n,FelipeCervera
9219063,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219063.jpg,sandra.mendez@congreso.gob.mx,Sandra MÌ©ndez HernÌÁndez,PRI,M&#xE9;xico,_sandramendez
9219067,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219067.jpg,hugo.cabrera@congreso.gob.mx,JosÌ© Hugo Cabrera Ruiz,PRI,Quer&#xE9;taro,HugoCabreraR
9219065,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219065.jpg,maria.maya@congreso.gob.mx,MarÌ_a Isabel Maya Pineda,PRI,M&#xE9;xico,DiputadosPRI
9219071,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219071.jpg,lucely.alpizar@congreso.gob.mx,Lucely del Perpetuo Socorro Alpizar Carrillo,PRI,Yucat&#xE1;n,LucelyAlpizarC
9219077,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219077.jpg,yahleel.abdala@congreso.gob.mx,Yahleel Abdala Carmona,PRI,Tamaulipas,YahleelAbdalaC
9219085,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219085.jpg,andres.aguirre@congreso.gob.mx,AndrÌ©s Aguirre Romero,PRI,M&#xE9;xico,AndresAguirreRo
9219089,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219089.jpg,ramon.banales@congreso.gob.mx,RamÌ_n BaÌ±ales Arambula,PRI,Jalisco,RamonBanales
9219099,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219099.jpg,fabiola.guerrero@congreso.gob.mx,Fabiola Guerrero Aguilar,PRI,San Luis Potos&#xED;,FabiolaG3d
9219107,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219107.jpg,jose.torresh@congreso.gob.mx,JosÌ© Alfredo Torres HuitrÌ_n,PRI,M&#xE9;xico,JoseAlfredoTH
9219123,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219123.jpg,carlos.barragan@congreso.gob.mx,Carlos BarragÌÁn Amador,PRI,Puebla,barraganamador1
9219137,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219137.jpg,francisco.rojas@congreso.gob.mx,Francisco Lauro Rojas San RomÌÁn,PRI,M&#xE9;xico,pacorojassr
9219139,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219139.jpg,maricela.serrano@congreso.gob.mx,Maricela Serrano HernÌÁndez,PRI,M&#xE9;xico,maricelaserra1
9219141,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219141.jpg,martha.gonzalez@congreso.gob.mx,Martha Hilda GonzÌÁlez CalderÌ_n,PRI,M&#xE9;xico,Martha_Hilda
9219149,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219149.jpg,dtorres.cantu@congreso.gob.mx,Daniel Torres CantÌ¼,PRI,Nuevo Le&#xF3;n,DanielTorresCa
9219173,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219173.jpg,francisco.escobedo@congreso.gob.mx,Francisco Escobedo Villegas,PRI,Zacatecas,panchoescobedo
9219180,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219180.jpg,virginia.gutierrez@congreso.gob.mx,Virginia Nallely GutiÌ©rrez RamÌ_rez,PRI,M&#xE9;xico,NallelyGtzR
9219182,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219182.jpg,noemi.guzman@congreso.gob.mx,NoemÌ_ Zoila GuzmÌÁn Lagunes,PRI,Veracruz,NoemiGuzmanMX
9219194,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219194.jpg,susana.corella@congreso.gob.mx,Susana Corella Platt,PRI,Sonora,susanacorellap
9219196,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219196.jpg,abel.murrieta@congreso.gob.mx,Abel Murrieta GutiÌ©rrez,PRI,Sonora,AbelMurrietaG
9219202,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219202.jpg,heidi.salazar@congreso.gob.mx,Heidi Salazar Espinosa,PRI,Veracruz,heidi_salazar_e
9219317,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219317.jpg,benjamin.medrano@congreso.gob.mx,BenjamÌ_n Medrano Quezada,PRI,Zacatecas,BenjaminMedran
9219357,diputado,"[{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Secretario""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219357.jpg,arlet.molgora@congreso.gob.mx,Arlet MÌ_lgora Glover,PRI,Quintana Roo,ArletMolgoraG
9219359,diputado,"[{""legislator_post_sil"":""Presidente""},{""legislator_post_sil"":""Integrante""},{""legislator_post_sil"":""Integrante""}]",MR,/Archivos/Fotos/9219359.jpg,adolfo.mota@congreso.gob.mx,Adolfo Mota HernÌÁndez,PRI,Veracruz,AdolfoMotaHdz
